NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MASS,MSTAR,I
,mjupiter,au,day,,deg,jd,m/s,,,,,mjupiter,msun,deg
Kepler-1174 b,,0.0718111,6.89225223,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0118667,1.04,
Kepler-274 b,,0.100488,11.634788,,90,2454973.49696,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0115417,,
Kepler-581 b,,0.23121,40.6069821,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0213319,1,
Kepler-693 b,,0.110433,15.37563332,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.503122,0.76,
Kepler-1102 b,,0.266647,51.3285623,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.021628,0.96,
GJ 9827 c,0.00760583,0.0394192,3.648083,,,,1.39,Rodriguez 2018,http://adsabs.harvard.edu/abs/2018AJ....155...72R,Niraula 2017,http://adsabs.harvard.edu/abs/2017AJ....154..266N,0.00761024,0.614,88.05
Kepler-769 c,,0.131614,15.9870174,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0132151,1.19,
Kepler-652 b,,0.0502867,4.18200253,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0195285,0.97,
Kepler-420 b,,0.381935,86.647661,0.772,141.3,2458000,,Santerne 2014,http://adsabs.harvard.edu/abs/2014A%26A...571A..37S,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,1.45,0.99,89.66
HD 66428 b,2.74962,3.14259,1973,0.465,152.9,2452139,48.3,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,2.74962,1.061,
HD 52265 b,1.07139,0.499878,119.29,0.325,243,2450833.7,42.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2000,http://adsabs.harvard.edu/abs/2000ApJ...545..504B,1.07139,1.17,
HATS-14 b,1.06798,0.0381546,2.766741,,,,158,Mancini 2015,http://adsabs.harvard.edu/abs/2015A%26A...580A..63M,Mancini 2015,http://adsabs.harvard.edu/abs/2015A%26A...580A..63M,1.0682,0.967,88.83
Kepler-75 b,9.98356,0.0807413,8.884924,0.569,63.6,2455002.991,1288,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...554A.114H,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,9.98479,0.88,89.1
Kepler-326 c,,0.0539767,4.580358,,90,2454967.07605,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00937625,,
Kepler-554 b,,0.0293274,1.90220856,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0605767,0.93,
Kepler-1649 b,,0.0498583,8.68909,0,90,2454966.2348,,Angelo 2017,http://adsabs.harvard.edu/abs/2017AJ....153..162A,Angelo 2017,http://adsabs.harvard.edu/abs/2017AJ....153..162A,0.00408697,0.219,89.57
HAT-P-43 b,0.665286,0.044362,3.332687,0,90,2455997.37106,87.7,Boisse 2013,http://adsabs.harvard.edu/abs/2013A%26A...558A..86B,Boisse 2013,http://adsabs.harvard.edu/abs/2013A%26A...558A..86B,0.665457,1.048,88.7
Kepler-1294 b,,0.463098,115.6862258,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0304768,0.99,
HD 147873 c,2.24603,1.35778,491.54,0.23,42,,47.9,Jenkins 2017,http://adsabs.harvard.edu/abs/2017MNRAS.466..443J,Jenkins 2017,http://adsabs.harvard.edu/abs/2017MNRAS.466..443J,2.24603,1.38,
Kepler-249 c,,0.0723886,7.113702,,90,2455007.32459,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0120453,,
Kepler-1282 b,,0.0315297,2.13194651,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0115843,0.92,
Kepler-740 b,,0.0444161,3.58410122,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0690043,0.91,
Kepler-79 c,,0.183622,27.402,0.03,227.73,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,0.0186,1.1,
HD 16417 b,0.0669595,0.135435,17.24,0.2,77,2450099.74,5,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,O'Toole 2009,http://adsabs.harvard.edu/abs/2009ApJ...697.1263O,0.0669595,1.115,
Kepler-251 c,,0.126914,16.514043,,90,2455009.11632,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0232079,,
Kepler-15 b,0.66177,0.0571382,4.942782,0.133933,293.311,2454967.27,78.7,Endl 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...13E,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.662431,1.018,87.44
HD 205739 b,1.48708,0.894939,279.8,0.27,301,2453390.7,42,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,Lopez-Morales 2008,http://adsabs.harvard.edu/abs/2008AJ....136.1901L,1.48708,1.22,
Kepler-851 b,,0.078449,8.50699658,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0124487,0.89,
Kepler-1342 b,,0.032467,2.21571036,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0123008,0.93,
Kepler-302 b,,0.189725,30.184104,,90,2454979.64006,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0537981,,
Kepler-781 b,,0.101967,13.2140732,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0250657,0.81,
Kepler-317 b,,0.0611582,5.524242,,90,2454968.61931,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0155228,,
Kepler-152 c,,0.387942,88.255055,,90,2454986.78027,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0184218,,
Kepler-343 b,,0.0844802,8.96855,,90,2454972.38991,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0186399,,
Kepler-1161 b,,0.0797661,10.71252541,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0158698,0.59,
CoRoT-16 b,0.535943,0.0617874,5.35227,0.33,168.41,2454924.564,61.96,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,Ollivier 2012,http://adsabs.harvard.edu/abs/2012A%26A...541A.149O,0.537982,1.098,85.01
HD 216770 b,0.646927,0.455837,118.45,0.37,281,2452672,30.9,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,0.646927,0.9,
HD 136418 b,1.9935,1.29111,464.3,0.255,12,2455228,44.7,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,Johnson 2010,http://adsabs.harvard.edu/abs/2010PASP..122..701J,1.9935,1.33,
Kepler-907 b,,0.126784,15.86621821,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00553813,1.08,
Kepler-1402 b,,0.0303322,2.03387914,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00111394,0.9,
Kepler-59 b,,0.103167,11.8681707,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.00441201,1.04,
Kepler-98 b,0.010276,0.0260305,1.54168,0,90,,1.82,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.0111695,0.99,
Kepler-192 b,,0.090395,9.926746,,90,2455008.68501,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0227766,,
beta Pic b,,9.04,7482,0.06,353.5,2456250,,Macintosh 2014,http://adsabs.harvard.edu/abs/2014PNAS..11112661M,Lagrange 2009,http://adsabs.harvard.edu/abs/2009A%26A...493L..21L,11,1.75,90.69
Kepler-1259 b,,0.013815,0.66308526,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0101747,0.8,
Kepler-202 c,,0.125725,16.282493,,90,2455013.79623,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0136211,,
gamma Lib c,4.58986,2.17458,964.6,0.057,146,2450725,73,Takarada 2018,http://adsabs.harvard.edu/abs/2018PASJ..tmp...64T,Takarada 2018,http://adsabs.harvard.edu/abs/2018PASJ..tmp...64T,4.58986,1.47,
Kepler-1142 b,,0.134547,18.3027248,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0109866,0.97,
GJ 163 d,0.0926098,1.03037,603.95116,0.373,2.064,2452876.6622,4.42,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,Bonfils 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A.110B,0.0926098,0.4,
Kepler-339 c,,0.0715337,6.988055,,90,2454965.5611,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00478497,,
HD 215152 e,0.00905232,0.15417,25.1967,0,90,,0.747,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,0.00905232,0.77,
HD 188015 b,1.46957,1.19018,461.2,0.137,222,2451787,37.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,1.46957,1.056,
WASP-59 b,0.859026,0.0696866,7.919585,0.1,74,2455830.669,109.6,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,0.859095,0.719,89.27
WASP-54 b,0.630293,0.049881,3.6936411,0.067,62,2455518.091,73,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,0.63273,1.213,84.97
Kepler-1542 b,,0.0479144,3.95116882,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00111394,0.94,
HAT-P-8 b,1.29241,0.0449613,3.076337,0,90,2454437.67582,153.1,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,Latham 2009,http://adsabs.harvard.edu/abs/2009ApJ...704.1107L,1.29336,1.28,87.8
Kepler-446 b,,0.0159282,1.565409,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.0115145,0.22,87.42
Kepler-1533 b,,0.977788,308.5471,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0363708,1.31,
WASP-15 b,0.541448,0.0499436,3.7521,0,90,2454584.69819,63.4,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,West 2009,http://adsabs.harvard.edu/abs/2009AJ....137.4834W,0.542797,1.18,85.96
Kepler-425 b,0.248704,0.0464979,3.79701816,0,,2454966.508785,34,Hebrard 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..93H,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,1,0.93,87.02
HD 10180 d,0.0376549,0.128581,16.3567,0.143,292,2454005.3799,2.93,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,0.0376549,1.06,
Kepler-767 b,,0.572614,161.5280101,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.121945,0.96,
HD 9446 c,1.81548,0.65375,192.9,0.06,100,2454510,63.9,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,1.81548,1,
Kepler-445 b,,0.022904,2.984151,0,,,,Muirhead 2015,http://adsabs.harvard.edu/abs/2015ApJ...801...18M,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.0120099,0.18,89.74
XO-4 b,1.60219,0.05524,4.1250828,0,90,2454485.933323,168.6,Narita 2010,http://adsabs.harvard.edu/abs/2010PASJ...62L..61N,McCullough 2008,http://adsabs.harvard.edu/abs/2008arXiv0805.2921M,1.60254,1.32,88.8
WASP-48 b,0.969551,0.034488,2.143634,0,90,2455364.55043,136.02,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,Enoch 2011,http://adsabs.harvard.edu/abs/2011AJ....142...86E,0.984236,1.19,80.09
Kepler-566 b,,0.128317,18.42794624,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0160703,0.83,
HD 37124 b,0.674371,0.533637,154.378,0.054,130,2450305,28.5,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,0.674371,0.85,
Kepler-89 b,0.0287326,0.0511881,3.743208,0.25,,,3.3,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,Weiss 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...14W,0.0287348,1.277,89.3
WASP-32 b,3.441,0.0390315,2.718661,0,90,2455681.1945,478,Brown 2012,http://adsabs.harvard.edu/abs/2012ApJ...760..139B,Maxted 2010,http://adsabs.harvard.edu/abs/2010PASP..122.1465M,3.45362,1.07,85.1
Kepler-265 b,,0.0705628,6.846262,,90,2454965.17037,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0136944,,
OGLE-TR-211 b,0.753425,0.0512842,3.67724,0,90,2453428.334,82,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,Udalski 2008,http://adsabs.harvard.edu/abs/2008A%26A...482..299U,0.757277,1.33,84.2182
gamma Cep b,1.51728,1.9793,905.574,0.12,49.6,2453121.925,27.5,Hatzes 2003,http://adsabs.harvard.edu/abs/2003ApJ...599.1383H,Campbell 1988,http://adsabs.harvard.edu/abs/1988ApJ...331..902C,1.51728,1.26,
Kepler-325 b,,0.0536941,4.544439,,90,2454967.9001,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0253561,,
Kepler-11 g,,0.465624,118.3807,0,90,2455593.8021,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0.0332233,0.961,89.87
Kepler-409 b,,0.320082,68.9584,,,,,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,0.00576565,0.92,
Kepler-256 b,,0.0270005,1.620493,,90,2454965.06776,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.011856,,
Kepler-1182 b,,0.0991034,11.17394617,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0186391,1.04,
Kepler-617 b,,0.0221208,1.68269615,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00774372,0.51,
Kepler-1035 b,,0.0378236,2.71407755,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00501732,0.98,
HD 1605 c,3.50295,3.52689,2111,0.098,241,2454758.3,46.5,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,3.50295,1.31,
GJ 86 b,4.00104,0.114217,15.76491,0.0416,269,2451903.36,376.7,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Queloz 2000,http://adsabs.harvard.edu/abs/2000A%26A...354...99Q,4.00104,0.796,
Kepler-470 b,,0.185532,24.66919569,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1,1.4,
Kepler-1637 b,,0.0658388,6.10960324,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00189081,1.02,
Kepler-1346 b,,0.0462418,3.40165668,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0117956,1.14,
HR 8799 e,,14.5253,16422,0,,,,Soummer 2011,http://adsabs.harvard.edu/abs/2011ApJ...741...55S,Marois 2010,http://adsabs.harvard.edu/abs/2010Natur.468.1080M,7,1.516,
HD 8574 b,1.80603,0.757141,227,0.297,26.6,2453981,58.3,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,1.80603,1.122,
Kepler-269 c,,0.079115,8.127899,,90,2455191.68805,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0125062,,
MOA-2007-BLG-192L b,,,,,,,,Kubas 2012,http://adsabs.harvard.edu/abs/2012A%26A...540A..78K,Bennett 2008,http://adsabs.harvard.edu/abs/2008AAS...212.1012B,0.01,0.084,
Kepler-250 b,,0.0505253,4.148141,,90,2454966.39095,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00450004,,
HD 82886 b,1.30477,1.58126,705,0.066,347,2455200,28.7,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,1.30477,1.06,
HD 179949 b,0.902075,0.0439208,3.092514,0.022,192,2451002.36,112.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2001,http://adsabs.harvard.edu/abs/2001ApJ...551..507T,0.902075,1.181,
Kepler-1167 b,,0.0181392,1.00393374,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0126737,0.79,
GJ 3293 e,0.0104938,0.0820805,13.25319599,0.215874,118.738,2456014.055127659,1.64572,Astudillo-Defru 2015 (corrected; private communication),http://adsabs.harvard.edu/abs/2015A%26A...575A.119A,Astudillo-Defru 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A.119A,0.0104938,0.42,
HD 2952 b,1.62021,1.22755,311.6,0.129,64,2450112,26.3,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,1.62021,2.54,
Kepler-1063 b,,0.117439,14.07971466,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0115494,1.09,
Kepler-169 e,,0.112418,13.767102,,90,2455007.81064,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0165098,,
MOA-2009-BLG-319L b,,,,,,,,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,0.157,0.38,
Kepler-1340 b,,0.0161473,0.66502692,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0115843,1.27,
YZ Cet b,0.00234218,0.0155735,1.96876,0,-63.4,2456844.45,1.48,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...605L..11A,Astudillo-Defru 2017,http://adsabs.harvard.edu/abs/2017A%26A...605L..11A,0.00234218,0.13,
HIP 14810 c,1.27518,0.545404,147.76916,0.153155,327.286,2454671.631,49.8989,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...699L..97W,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,1.27518,0.99,
Kepler-358 c,,0.373844,83.488369,,90,2455021.53814,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0244074,,
HD 28678 b,1.8997,1.31659,387.1,0.168,128,2455517,33.5,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,1.8997,2.03,
WASP-56 b,0.605178,0.056145,4.617101,0,90,2455730.799,69,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,0.605385,1.107,88.5
Kepler-18 c,,0.0752115,7.64159,0.000338541,30.7316,2455165.831,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0544,0.972,87.68
Kepler-215 e,,0.326561,68.16101,,90,2455020.03247,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0129124,,
Kepler-540 b,,0.610956,172.7049784,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0223911,1.02,
HATS-6 b,0.319673,0.0362414,3.3252725,0,90,,63,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,0.319,0.574,88.21
Kepler-230 c,,0.398184,91.773242,,90,2455026.83073,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0151,,
Kepler-739 b,,0.103068,12.53248465,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0330424,0.93,
Kepler-515 b,,0.139053,19.96371318,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0107116,0.9,
Kepler-388 b,,0.0422619,3.173315,,90,2454966.69965,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00137963,,
HAT-P-52 b,0.817956,0.0369523,2.7535953,0,90,2455852.10326,128.4,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....150..168H,0.819064,0.887,87.02
Kepler-107 e,,0.117702,14.749049,,90,2454971.77998,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0360464,,
Kepler-947 b,,0.169908,26.9644317,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0172355,0.9,
Kepler-1560 b,,0.0412688,3.03195744,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00189081,1.02,
HD 143105 b,1.21302,0.0379591,2.1974,0,90,2456531.344,144,Hebrard 2016,http://adsabs.harvard.edu/abs/2016A%26A...588A.145H,Hebrard 2016,http://adsabs.harvard.edu/abs/2016A%26A...588A.145H,1.21302,1.51,
Kepler-1230 b,,0.0923527,9.95661537,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0223911,1.06,
