# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 220.041800051771
# DEC: 42.777619435527
# OBS_DATE: 2021-01-11 00:00:00+00:00
# REDSHIFT: 0.00838532
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 58684
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
4774.047,3.22768e-01,2.05509e-02
4776.580,2.95213e-01,1.94485e-02
4779.113,2.74794e-01,1.92944e-02
4781.647,2.86329e-01,2.01644e-02
4784.180,3.01921e-01,2.12757e-02
4786.713,2.99160e-01,2.07464e-02
4789.247,3.11950e-01,1.93642e-02
4791.780,3.16132e-01,1.96391e-02
4794.313,3.29070e-01,1.97034e-02
4796.846,3.01098e-01,2.06883e-02
4799.380,2.93175e-01,2.10316e-02
4801.913,3.18497e-01,1.98736e-02
4804.446,3.10152e-01,1.87830e-02
4806.980,2.80316e-01,1.88732e-02
4809.513,2.90596e-01,2.00677e-02
4812.046,3.15175e-01,2.12132e-02
4814.580,2.89830e-01,2.00919e-02
4817.113,3.03558e-01,1.92458e-02
4819.646,2.74930e-01,1.87515e-02
4822.179,2.74835e-01,1.96814e-02
4824.713,2.92306e-01,2.11491e-02
4827.246,2.94644e-01,2.09667e-02
4829.779,2.83347e-01,1.95556e-02
4832.313,2.70691e-01,1.88436e-02
4834.846,2.55846e-01,1.91614e-02
4837.379,2.45761e-01,2.06488e-02
4839.913,2.14351e-01,2.05748e-02
4842.446,2.27495e-01,1.94218e-02
4844.979,1.67878e-01,1.76195e-02
4847.512,1.60339e-01,1.79142e-02
4850.046,1.80354e-01,1.87097e-02
4852.579,1.49218e-01,1.93750e-02
4855.112,1.35309e-01,1.84796e-02
4857.646,1.37630e-01,1.73825e-02
4860.179,1.36638e-01,1.75788e-02
4862.712,1.30827e-01,1.80445e-02
4865.245,1.74928e-01,1.98075e-02
4867.779,1.50126e-01,1.93266e-02
4870.312,1.82607e-01,1.82637e-02
4872.845,2.07650e-01,1.79766e-02
4875.379,2.58399e-01,1.92592e-02
4877.912,2.99225e-01,2.12209e-02
4880.445,3.10400e-01,2.17406e-02
4882.979,3.27663e-01,2.07378e-02
