# INSTRUMENT_ID: 18
# OBS_GROUP_ID: 2
# UNIT_ID: None
# RA: 23.56025
# DEC: -29.4402777777778
# OBS_DATE: 2016-09-21 21:16:20+00:00
# REDSHIFT: 0.0049
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 2275
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
4067.806,4.60849e-15,-9.90000e+01
4068.739,4.65903e-15,-9.90000e+01
4069.673,4.71839e-15,-9.90000e+01
4070.607,4.71077e-15,-9.90000e+01
4071.540,4.67580e-15,-9.90000e+01
4072.474,4.65709e-15,-9.90000e+01
4073.408,4.65512e-15,-9.90000e+01
4074.341,4.67432e-15,-9.90000e+01
4075.275,4.70290e-15,-9.90000e+01
4076.209,4.66799e-15,-9.90000e+01
4077.142,4.62017e-15,-9.90000e+01
4078.076,4.60502e-15,-9.90000e+01
4079.010,4.63300e-15,-9.90000e+01
4079.943,4.69852e-15,-9.90000e+01
4080.877,4.70394e-15,-9.90000e+01
4081.811,4.67800e-15,-9.90000e+01
4082.744,4.65672e-15,-9.90000e+01
4083.678,4.63525e-15,-9.90000e+01
4084.612,4.65494e-15,-9.90000e+01
4085.545,4.64115e-15,-9.90000e+01
4086.479,4.63517e-15,-9.90000e+01
4087.413,4.66875e-15,-9.90000e+01
4088.346,4.65755e-15,-9.90000e+01
4089.280,4.66029e-15,-9.90000e+01
4090.214,4.63321e-15,-9.90000e+01
4091.147,4.59920e-15,-9.90000e+01
4092.081,4.62957e-15,-9.90000e+01
4093.015,4.66929e-15,-9.90000e+01
4093.948,4.63715e-15,-9.90000e+01
4094.882,4.61549e-15,-9.90000e+01
4095.816,4.55911e-15,-9.90000e+01
4096.749,4.53719e-15,-9.90000e+01
4097.683,4.58825e-15,-9.90000e+01
4098.617,4.59384e-15,-9.90000e+01
4099.550,4.62372e-15,-9.90000e+01
4100.484,4.60989e-15,-9.90000e+01
4101.418,4.61013e-15,-9.90000e+01
4102.351,4.62426e-15,-9.90000e+01
4103.285,4.61603e-15,-9.90000e+01
4104.219,4.65937e-15,-9.90000e+01
4105.152,4.67581e-15,-9.90000e+01
4106.086,4.61301e-15,-9.90000e+01
4107.020,4.56991e-15,-9.90000e+01
4107.953,4.60148e-15,-9.90000e+01
4108.887,4.61679e-15,-9.90000e+01
4109.821,4.63350e-15,-9.90000e+01
4110.754,4.66470e-15,-9.90000e+01
4111.688,4.66728e-15,-9.90000e+01
4112.622,4.63004e-15,-9.90000e+01
4113.555,4.59428e-15,-9.90000e+01
4114.489,4.57915e-15,-9.90000e+01
4115.423,4.58913e-15,-9.90000e+01
4116.356,4.61241e-15,-9.90000e+01
4117.290,4.62243e-15,-9.90000e+01
4118.224,4.60638e-15,-9.90000e+01
4119.157,4.61100e-15,-9.90000e+01
4120.091,4.61582e-15,-9.90000e+01
4121.025,4.60469e-15,-9.90000e+01
